"","Overall","marker","n.fold","method","variable"
"V110347",0.6344019126965,"V1103","5","RF","8"
"V110447",0.620901700267963,"V1104","5","RF","8"
"V110547",0.515629927920474,"V1105","5","RF","8"
"V110647",0.279167708464365,"V1106","5","RF","8"
"V110747",0.447174126006598,"V1107","5","RF","8"
"V110847",0.358517926415353,"V1108","5","RF","8"
"V110947",0.673474581589235,"V1109","5","RF","8"
"V111077",1.02836221524318,"V1110","5","RF","8"
"V111177",0.714035820275021,"V1111","5","RF","8"
"V111247",0.571082192130787,"V1112","5","RF","8"
"V111347",0.929909439799311,"V1113","5","RF","8"
"V111447",1.21238279827955,"V1114","5","RF","8"
"V111547",0.397131960170786,"V1115","5","RF","8"
"V111647",0.35209124886497,"V1116","5","RF","8"
"V111747",0.261038149261623,"V1117","5","RF","8"
"V111847",0.598688124116254,"V1118","5","RF","8"
"V111947",0.631073866637197,"V1119","5","RF","8"
"V112047",0.386639184503766,"V1120","5","RF","8"
"V112177",0.165272323192887,"V1121","5","RF","8"
"V112247",0.493389752223742,"V1122","5","RF","8"
"V112347",0.404129852704996,"V1123","5","RF","8"
"V112447",0.296393265916554,"V1124","5","RF","8"
"V112547",0.126883610536368,"V1125","5","RF","8"
"V112647",0.335206854390184,"V1126","5","RF","8"
"V112747",0.312060316236886,"V1127","5","RF","8"
"V112847",0.180943257047459,"V1128","5","RF","8"
"V112947",0.226269860930009,"V1129","5","RF","8"
"V113047",0.389277887395033,"V1130","5","RF","8"
"V113177",0.419344873579582,"V1131","5","RF","8"
"V113247",0.247089346672914,"V1132","5","RF","8"
"V113347",0.23422827160602,"V1133","5","RF","8"
"V113447",0.318416941013625,"V1134","5","RF","8"
"V113547",0.255375090164731,"V1135","5","RF","8"
"V113647",0.160609422383903,"V1136","5","RF","8"
"V113747",0.674222340870918,"V1137","5","RF","8"
"V113847",0.672145458677691,"V1138","5","RF","8"
"V113947",0.249462598421432,"V1139","5","RF","8"
"V114047",0.272648454242799,"V1140","5","RF","8"
"V114177",0.19533190939856,"V1141","5","RF","8"
"V114247",0.261731153300795,"V1142","5","RF","8"
"V114347",0.204349711415706,"V1143","5","RF","8"
"V114447",0.286526845254452,"V1144","5","RF","8"
"V114547",0.261433560777893,"V1145","5","RF","8"
"V114647",0.277831744858174,"V1146","5","RF","8"
"V114747",0.254495225757949,"V1147","5","RF","8"
"V114847",0.241445154526892,"V1148","5","RF","8"
"V114947",0.141083488212982,"V1149","5","RF","8"
"V115047",0.4877707776179,"V1150","5","RF","8"
"V115177",0.98971953823377,"V1151","5","RF","8"
"V115247",0.45486399562794,"V1152","5","RF","8"
"V115347",0.33694107375902,"V1153","5","RF","8"
"V115447",0.741237457853398,"V1154","5","RF","8"
"V115547",1.4845958851693,"V1155","5","RF","8"
"V115647",1.01449475063261,"V1156","5","RF","8"
"V115747",0.789234266963767,"V1157","5","RF","8"
"V115847",0.902227027897817,"V1158","5","RF","8"
"V115947",0.632168160841371,"V1159","5","RF","8"
"V116047",0.459764722967053,"V1160","5","RF","8"
"V116177",0.706492679657025,"V1161","5","RF","8"
"V116247",0.546672310678767,"V1162","5","RF","8"
"V116347",0.721492193665453,"V1163","5","RF","8"
"V116447",1.30639548395617,"V1164","5","RF","8"
"V116547",0.476273642855908,"V1165","5","RF","8"
"V116647",0.186148141504073,"V1166","5","RF","8"
"V116747",0.238160931279142,"V1167","5","RF","8"
"V116847",0.32566727915594,"V1168","5","RF","8"
"V116947",0.28710576185912,"V1169","5","RF","8"
"V117047",0.313769999784813,"V1170","5","RF","8"
"V117177",0.211709228281669,"V1171","5","RF","8"
"V117247",0.175535721820221,"V1172","5","RF","8"
"V117347",0.380395178094055,"V1173","5","RF","8"
"V117447",0.127348308550414,"V1174","5","RF","8"
"V117547",0.393840446128418,"V1175","5","RF","8"
"V117647",0.315171027570676,"V1176","5","RF","8"
"V117747",0.171135182806734,"V1177","5","RF","8"
"V117847",0.415227582266909,"V1178","5","RF","8"
"V117947",0.229309129660755,"V1179","5","RF","8"
"V118047",0.257228938561452,"V1180","5","RF","8"
"V118177",0.097011349821576,"V1181","5","RF","8"
"V118247",0.105694774571464,"V1182","5","RF","8"
"V118347",0.19934444771814,"V1183","5","RF","8"
"V118447",0.124723173936233,"V1184","5","RF","8"
"V118547",0.320779217649182,"V1185","5","RF","8"
"V118647",0.142043493751611,"V1186","5","RF","8"
"V118747",0.217979417567334,"V1187","5","RF","8"
"V118847",0.309978376401248,"V1188","5","RF","8"
"V118947",0.25536124870853,"V1189","5","RF","8"
"V119047",0.6405280288867,"V1190","5","RF","8"
"V119177",0.361141676955738,"V1191","5","RF","8"
"V119247",0.256630154866514,"V1192","5","RF","8"
"V119347",0.237263988768993,"V1193","5","RF","8"
"V119447",0.370496629951438,"V1194","5","RF","8"
"V119547",0.447848268122533,"V1195","5","RF","8"
"V119647",0.267944969705022,"V1196","5","RF","8"
"V119747",0.264420412837541,"V1197","5","RF","8"
"V119847",0.334161165349909,"V1198","5","RF","8"
"V119947",0.246976609207197,"V1199","5","RF","8"
"V120047",0.288672664997829,"V1200","5","RF","8"
"V120177",0.332486745644454,"V1201","5","RF","8"
"V120247",0.244337609648841,"V1202","5","RF","8"
"V120347",0.304814503671369,"V1203","5","RF","8"
"V120447",0.51905298277805,"V1204","5","RF","8"
"V120547",0.483898961743361,"V1205","5","RF","8"
"V120647",0.810905572493474,"V1206","5","RF","8"
"V120747",0.577736372634131,"V1207","5","RF","8"
"V120847",0.73002976496205,"V1208","5","RF","8"
"V120947",0.386067148566956,"V1209","5","RF","8"
"V121077",0.229502598155519,"V1210","5","RF","8"
"V121177",0.228755030046175,"V1211","5","RF","8"
"V121247",0.197849564493226,"V1212","5","RF","8"
"V121347",0.164151610068316,"V1213","5","RF","8"
"V121447",0.301385459354784,"V1214","5","RF","8"
"V121547",0.0834543732926691,"V1215","5","RF","8"
"V121647",0.263570800145859,"V1216","5","RF","8"
"V121747",0.262242393448778,"V1217","5","RF","8"
"V121847",0.134174257036032,"V1218","5","RF","8"
"V121947",0.210703764761225,"V1219","5","RF","8"
"V122047",0.365585330137237,"V1220","5","RF","8"
"V122177",0.358603848643172,"V1221","5","RF","8"
"V122247",0.490260923438789,"V1222","5","RF","8"
"V122347",0.438685228650313,"V1223","5","RF","8"
"V122447",0.226058896970002,"V1224","5","RF","8"
"V122547",0.318367462307553,"V1225","5","RF","8"
"V122647",0.360090024111558,"V1226","5","RF","8"
"V122747",0.203764034398212,"V1227","5","RF","8"
"V122847",0.10724593214718,"V1228","5","RF","8"
"V122947",0.109108569901673,"V1229","5","RF","8"
"V123047",0.148885396571747,"V1230","5","RF","8"
"V123177",0.230486699981044,"V1231","5","RF","8"
"V123247",0.154226026370694,"V1232","5","RF","8"
"V123347",0.328192025739632,"V1233","5","RF","8"
"V123447",0.306267807037587,"V1234","5","RF","8"
"V123547",0.144694404247587,"V1235","5","RF","8"
"V123647",0.321383401895355,"V1236","5","RF","8"
"V123747",0.350197818331279,"V1237","5","RF","8"
"V123847",0.287857583800904,"V1238","5","RF","8"
"V123947",0.148342422656891,"V1239","5","RF","8"
"V124047",0.117905302294833,"V1240","5","RF","8"
"V124177",0.209555590897541,"V1241","5","RF","8"
"V124247",0.3256583900234,"V1242","5","RF","8"
"V124347",0.192211259613382,"V1243","5","RF","8"
"V124447",0.112127692273214,"V1244","5","RF","8"
"V124547",0.297503912906685,"V1245","5","RF","8"
"V124647",0.123066685646136,"V1246","5","RF","8"
"V124747",0.0760812811745231,"V1247","5","RF","8"
"V124847",0.212698761368748,"V1248","5","RF","8"
"V124947",0.0891340930155935,"V1249","5","RF","8"
"V125047",0.130416002926622,"V1250","5","RF","8"
"V125177",0.265883437986901,"V1251","5","RF","8"
"V125247",0.184012013940213,"V1252","5","RF","8"
"V125347",0.156980168298558,"V1253","5","RF","8"
"V125447",0.155190077983692,"V1254","5","RF","8"
"V125547",0.182914851398676,"V1255","5","RF","8"
"V125647",0.237773240503499,"V1256","5","RF","8"
"V125747",0.380050428261363,"V1257","5","RF","8"
"V125847",0.320185812931772,"V1258","5","RF","8"
"V125947",0.176177247904995,"V1259","5","RF","8"
"V126047",0.118777129181078,"V1260","5","RF","8"
"V126177",0.226390713409145,"V1261","5","RF","8"
"V126247",0.332163286705906,"V1262","5","RF","8"
"V126347",0.239163234310478,"V1263","5","RF","8"
"V126447",0.326324877507506,"V1264","5","RF","8"
"V126547",0.352246543477132,"V1265","5","RF","8"
"V126647",0.281478853745137,"V1266","5","RF","8"
"V126747",0.161537339484254,"V1267","5","RF","8"
"V126847",0.127398230245267,"V1268","5","RF","8"
"V126947",0.231821610139912,"V1269","5","RF","8"
"V127047",0.142167129058619,"V1270","5","RF","8"
"V127177",0.247802995657666,"V1271","5","RF","8"
"V127247",0.0545147901283664,"V1272","5","RF","8"
"V127347",0.284905979392084,"V1273","5","RF","8"
"V127447",0.21188603377315,"V1274","5","RF","8"
"V127547",0.186889564807881,"V1275","5","RF","8"
"V127647",0.208404731287927,"V1276","5","RF","8"
"V127747",0.107319665325764,"V1277","5","RF","8"
"V127847",0.243500394617626,"V1278","5","RF","8"
"V127947",0.389030755869234,"V1279","5","RF","8"
"V128047",0.30277715456515,"V1280","5","RF","8"
"V128177",0.24483107603682,"V1281","5","RF","8"
"V128247",0.314429106274448,"V1282","5","RF","8"
"V128347",0.249943203799778,"V1283","5","RF","8"
"V128447",0.24240178465612,"V1284","5","RF","8"
"V128547",0.399778443224177,"V1285","5","RF","8"
"V128647",0.246970891933514,"V1286","5","RF","8"
"V128747",0.0931931263487182,"V1287","5","RF","8"
"V128847",0.188725498105934,"V1288","5","RF","8"
"V128947",0.232233784288712,"V1289","5","RF","8"
"V129047",0.0332737040866892,"V1290","5","RF","8"
"V129177",0.208047558966126,"V1291","5","RF","8"
"V129247",0.214145256268656,"V1292","5","RF","8"
"V129347",0.287016570010859,"V1293","5","RF","8"
"V129447",0.166719738467137,"V1294","5","RF","8"
"V129547",0.135060984540626,"V1295","5","RF","8"
"V129647",0.066008478843033,"V1296","5","RF","8"
"V129747",0.0645932541043391,"V1297","5","RF","8"
"V129847",0.123393118577435,"V1298","5","RF","8"
"V129947",0.179533995895463,"V1299","5","RF","8"
"V130047",0.180868313278616,"V1300","5","RF","8"
"V130177",0.313224021417967,"V1301","5","RF","8"
"V130247",0.271558731593165,"V1302","5","RF","8"
"V130347",0.209746031552656,"V1303","5","RF","8"
"V130447",0.213908144943127,"V1304","5","RF","8"
"V130547",0.143367198886299,"V1305","5","RF","8"
"V130647",0.226643845536066,"V1306","5","RF","8"
"V130747",0.361700790319377,"V1307","5","RF","8"
"V130847",0.275674320595474,"V1308","5","RF","8"
"V130947",0.179916384827326,"V1309","5","RF","8"
"V131077",0.310414601216041,"V1310","5","RF","8"
"V131177",0.218415992336542,"V1311","5","RF","8"
"V131247",0.58398533622179,"V1312","5","RF","8"
"V131347",0.251255793416739,"V1313","5","RF","8"
"V131447",0.195458775062781,"V1314","5","RF","8"
"V131547",0.374499689791831,"V1315","5","RF","8"
"V131647",0.754795507602916,"V1316","5","RF","8"
"V131747",0.6559231186027,"V1317","5","RF","8"
"V131847",0.234668891779944,"V1318","5","RF","8"
"V131947",0.518243008404241,"V1319","5","RF","8"
"V132047",1.86249875421752,"V1320","5","RF","8"
"V132177",0.905990677564607,"V1321","5","RF","8"
"V132247",1.36968672791113,"V1322","5","RF","8"
"V132347",0.945694283042227,"V1323","5","RF","8"
"V132447",0.377715072423297,"V1324","5","RF","8"
"V132547",0.429260465919398,"V1325","5","RF","8"
"V132647",0.80879386204314,"V1326","5","RF","8"
"V132747",0.162978667364108,"V1327","5","RF","8"
"V132847",0.187346199763019,"V1328","5","RF","8"
"V132947",0.617466358602034,"V1329","5","RF","8"
"V133047",0.155036593829484,"V1330","5","RF","8"
"V133177",0.281554972479245,"V1331","5","RF","8"
"V133247",0.342102874741492,"V1332","5","RF","8"
"V133347",0.433327697891791,"V1333","5","RF","8"
"V133447",0.425018997804059,"V1334","5","RF","8"
"V133547",0.649757178128901,"V1335","5","RF","8"
"V133647",0.401795263162952,"V1336","5","RF","8"
"V133747",0.444883708010996,"V1337","5","RF","8"
"V133847",0.265984447281677,"V1338","5","RF","8"
"V133947",0.294653863376002,"V1339","5","RF","8"
"V134047",0.22472338950059,"V1340","5","RF","8"
"V134177",0.330682276009501,"V1341","5","RF","8"
"V134247",0.339091020998191,"V1342","5","RF","8"
"V134347",0.765867739756019,"V1343","5","RF","8"
"V134447",0.656048170038211,"V1344","5","RF","8"
"V134547",0.540527286096406,"V1345","5","RF","8"
"V134647",0.613933564479389,"V1346","5","RF","8"
"V134747",0.34017323526469,"V1347","5","RF","8"
"V134847",0.30977464054285,"V1348","5","RF","8"
"V134947",0.301208696582304,"V1349","5","RF","8"
"V135047",0.360531979860276,"V1350","5","RF","8"
"V135177",0.191320653077826,"V1351","5","RF","8"
"V135247",0.392741576792851,"V1352","5","RF","8"
"V135347",0.309449356584742,"V1353","5","RF","8"
"V135447",0.223860942444796,"V1354","5","RF","8"
"V135547",0.34956300493468,"V1355","5","RF","8"
"V135647",0.372843203953221,"V1356","5","RF","8"
"V135747",0.24350865096043,"V1357","5","RF","8"
"V135847",0.308830923316733,"V1358","5","RF","8"
"V135947",0.236934535794921,"V1359","5","RF","8"
"V136047",0.121766939526765,"V1360","5","RF","8"
"V136177",0.209401222249108,"V1361","5","RF","8"
"V136247",0.122620365691543,"V1362","5","RF","8"
"V136347",0.232185719229161,"V1363","5","RF","8"
"V136447",0.247077344258526,"V1364","5","RF","8"
"V136547",0.23288947207458,"V1365","5","RF","8"
"V136647",0.326399885807147,"V1366","5","RF","8"
"V136747",0.20370940390584,"V1367","5","RF","8"
"V136847",0.379093050058576,"V1368","5","RF","8"
"V136947",0.261085189928561,"V1369","5","RF","8"
"V137047",0.268962797238639,"V1370","5","RF","8"
"V137177",0.374465291037107,"V1371","5","RF","8"
"V137247",0.376036433810107,"V1372","5","RF","8"
"V137347",0.321128488662899,"V1373","5","RF","8"
"V137447",0.244150537290068,"V1374","5","RF","8"
"V137547",0.253480376181911,"V1375","5","RF","8"
"V137647",0.145635284677158,"V1376","5","RF","8"
"V137747",0.455556897128432,"V1377","5","RF","8"
"V137847",0.255444605716192,"V1378","5","RF","8"
"V137947",0.142860568837858,"V1379","5","RF","8"
"V138047",0.0863719449498168,"V1380","5","RF","8"
"V138177",0.226223428361125,"V1381","5","RF","8"
"V138247",0.0159818845787904,"V1382","5","RF","8"
"V138347",0.26589046924253,"V1383","5","RF","8"
"V138447",0.101289308755837,"V1384","5","RF","8"
"V138547",0.113933761200064,"V1385","5","RF","8"
"V138647",0.132530245172184,"V1386","5","RF","8"
"V138747",0.170261712883396,"V1387","5","RF","8"
"V138847",0.165539594677208,"V1388","5","RF","8"
"V138947",0.230289074931129,"V1389","5","RF","8"
"V139047",0.28747106057251,"V1390","5","RF","8"
"V139177",0.125822188952636,"V1391","5","RF","8"
"V139247",0.139588139054306,"V1392","5","RF","8"
"V139347",0.14201220055757,"V1393","5","RF","8"
"V139447",0.303048939493,"V1394","5","RF","8"
"V139547",0.309413188874563,"V1395","5","RF","8"
"V139647",0.110221156839051,"V1396","5","RF","8"
"V139747",0.272966433182274,"V1397","5","RF","8"
"V139847",0.112464924492977,"V1398","5","RF","8"
"V139947",0.189740535458712,"V1399","5","RF","8"
"V140047",0.117917610665202,"V1400","5","RF","8"
"V140177",0.216252461352235,"V1401","5","RF","8"
"V140247",0.276281226366409,"V1402","5","RF","8"
"V140347",0.0883822934302397,"V1403","5","RF","8"
"V140447",0.135904607596218,"V1404","5","RF","8"
"V140547",0.203030060556898,"V1405","5","RF","8"
"V140647",0.288758177470815,"V1406","5","RF","8"
"V140747",0.35290306771397,"V1407","5","RF","8"
"V140847",0.232478734480598,"V1408","5","RF","8"
"V140947",0.15052645835681,"V1409","5","RF","8"
"V141077",0.218376589310698,"V1410","5","RF","8"
"V141177",0.0811900020824271,"V1411","5","RF","8"
"V141247",0.132769086416935,"V1412","5","RF","8"
"V141347",0.156849045520003,"V1413","5","RF","8"
"V141447",0.0387327233647039,"V1414","5","RF","8"
"V141547",0.215795963567398,"V1415","5","RF","8"
"V141647",0.330259080646377,"V1416","5","RF","8"
"V141747",0.264798207765321,"V1417","5","RF","8"
"V141847",0.136616122356519,"V1418","5","RF","8"
"V141947",0.216811524250741,"V1419","5","RF","8"
"V142047",0.127160076316004,"V1420","5","RF","8"
"V142177",0.256226154920986,"V1421","5","RF","8"
"V142247",0.0674800049902786,"V1422","5","RF","8"
"V142347",0.254426644318448,"V1423","5","RF","8"
"V142447",0.305177221433786,"V1424","5","RF","8"
"V142547",0.223942485563817,"V1425","5","RF","8"
"V142647",0.166972428304909,"V1426","5","RF","8"
"V142747",0.131910251438435,"V1427","5","RF","8"
"V142847",0.177251362486557,"V1428","5","RF","8"
"V142947",0.257849131476876,"V1429","5","RF","8"
"V143047",0.102665836728357,"V1430","5","RF","8"
"V143177",0.0968216676696545,"V1431","5","RF","8"
"V143247",0.221935782125589,"V1432","5","RF","8"
"V143347",0.241446433078493,"V1433","5","RF","8"
"V143447",0.150765345447144,"V1434","5","RF","8"
"V143547",0.0959096853405292,"V1435","5","RF","8"
"V143647",0.050797751323992,"V1436","5","RF","8"
"V143747",0.12458576739655,"V1437","5","RF","8"
"V143847",0.116465215341459,"V1438","5","RF","8"
"V143947",0.157954637408333,"V1439","5","RF","8"
"V144047",0.0857757558048016,"V1440","5","RF","8"
"V144177",0.229468570018197,"V1441","5","RF","8"
"V144247",0.188196733601945,"V1442","5","RF","8"
"V144347",0.197017498876954,"V1443","5","RF","8"
"V144447",0.178955647174442,"V1444","5","RF","8"
"V144547",0.0737693609726161,"V1445","5","RF","8"
"V144647",0.14746738447274,"V1446","5","RF","8"
"V144747",0.0359311330163828,"V1447","5","RF","8"
"V144847",0.202151067531927,"V1448","5","RF","8"
"V144947",0.140117797454649,"V1449","5","RF","8"
"V145047",0.207163965671673,"V1450","5","RF","8"
"V145177",0.193600671347171,"V1451","5","RF","8"
"V145247",0.245508372580079,"V1452","5","RF","8"
"V145347",0.271256606681981,"V1453","5","RF","8"
"V145447",0.113087956337075,"V1454","5","RF","8"
"V145547",0.287229116664527,"V1455","5","RF","8"
"V145647",0.153291735255355,"V1456","5","RF","8"
"V145747",0.146355114596723,"V1457","5","RF","8"
"V145847",0.0936408751900126,"V1458","5","RF","8"
"V145947",0.218814713629009,"V1459","5","RF","8"
"V146047",0.434784686325523,"V1460","5","RF","8"
"V146177",0.380855750032441,"V1461","5","RF","8"
"V146247",0.90859490384621,"V1462","5","RF","8"
"V146347",0.585674425688507,"V1463","5","RF","8"
"V146447",0.427590136413472,"V1464","5","RF","8"
"V146547",0.660029178010977,"V1465","5","RF","8"
"V146647",0.128762989559816,"V1466","5","RF","8"
"V146747",0.277541148036225,"V1467","5","RF","8"
"V146847",0.22034100365865,"V1468","5","RF","8"
"V146947",0.143764102625249,"V1469","5","RF","8"
"V147047",0.193283791344108,"V1470","5","RF","8"
"V147177",0.359764140640496,"V1471","5","RF","8"
"V147247",0.270487809026363,"V1472","5","RF","8"
"V147347",0.148822026658922,"V1473","5","RF","8"
"V147447",0.544374760271882,"V1474","5","RF","8"
"V147547",0.507942160547826,"V1475","5","RF","8"
"V147647",0.508596321680354,"V1476","5","RF","8"
"V147747",0.500150718675389,"V1477","5","RF","8"
"V147847",0.715459867452634,"V1478","5","RF","8"
"V147947",0.527053085093778,"V1479","5","RF","8"
"V148047",0.454963747865549,"V1480","5","RF","8"
"V148177",0.249157601608921,"V1481","5","RF","8"
"V148247",0.371165528408365,"V1482","5","RF","8"
"V148347",0.425201639019848,"V1483","5","RF","8"
"V148447",0.254077430932537,"V1484","5","RF","8"
"V148547",0.371301752543576,"V1485","5","RF","8"
"V148647",0.260053601475023,"V1486","5","RF","8"
"V148747",0.124576115897873,"V1487","5","RF","8"
