"","Overall","marker","n.fold","method","variable"
"V1982114",0.164945925023111,"V1982","2","BAG","12"
"V1983113",0.0613672875304197,"V1983","2","BAG","12"
"V1984113",0.0429025951590789,"V1984","2","BAG","12"
"V1985113",0.0435570647209278,"V1985","2","BAG","12"
"V1986113",0.0377513441577381,"V1986","2","BAG","12"
"V1987113",0.0626293967736899,"V1987","2","BAG","12"
"V1988113",0.0588524735603012,"V1988","2","BAG","12"
"V1989113",0.038561185636808,"V1989","2","BAG","12"
"V1990113",0.0584506974780675,"V1990","2","BAG","12"
"V1991115",0.0441082854341916,"V1991","2","BAG","12"
"V1992114",0.0578582720084403,"V1992","2","BAG","12"
"V1993113",0.101845395605486,"V1993","2","BAG","12"
"V1994113",0.059287679725286,"V1994","2","BAG","12"
"V1995113",0.0902122917201228,"V1995","2","BAG","12"
"V1996113",0.186009480806764,"V1996","2","BAG","12"
"V1997113",0.0895251394809308,"V1997","2","BAG","12"
"V1998113",0.0569659786194091,"V1998","2","BAG","12"
"V1999113",0.195589758070726,"V1999","2","BAG","12"
"V2000113",0.0235919508928134,"V2000","2","BAG","12"
"V2001115",0.0850332879437802,"V2001","2","BAG","12"
"V2002114",0.102977636600389,"V2002","2","BAG","12"
"V2003113",0.178370593986993,"V2003","2","BAG","12"
"V2004113",0.161921005314992,"V2004","2","BAG","12"
"V2005113",0.148422661809706,"V2005","2","BAG","12"
"V2006113",0.56226619341758,"V2006","2","BAG","12"
"V2007113",0.173285207346492,"V2007","2","BAG","12"
"V2008113",0.122937671106811,"V2008","2","BAG","12"
"V2009113",0.139577435562527,"V2009","2","BAG","12"
"V2010115",0.096868940497268,"V2010","2","BAG","12"
"V2011115",0.0702843305133638,"V2011","2","BAG","12"
"V2012114",0.0341248408926191,"V2012","2","BAG","12"
"V2013113",0.0298297579964342,"V2013","2","BAG","12"
"V2014113",0.0329115091119429,"V2014","2","BAG","12"
"V2015113",0.0454122534596705,"V2015","2","BAG","12"
"V2016113",0.0525081870114972,"V2016","2","BAG","12"
"V2017113",0.0637817724159897,"V2017","2","BAG","12"
"V2018113",0.0680690438628344,"V2018","2","BAG","12"
"V2019113",0.0706529197951862,"V2019","2","BAG","12"
"V2020113",0.10736358518271,"V2020","2","BAG","12"
"V2021115",0.111108251496898,"V2021","2","BAG","12"
"V2022114",0.0650704847834937,"V2022","2","BAG","12"
"V2023113",0.0648487433518313,"V2023","2","BAG","12"
"V2024113",0.0902969880771342,"V2024","2","BAG","12"
"V2025113",0.0704534775904427,"V2025","2","BAG","12"
"V2026113",0.0875538680329474,"V2026","2","BAG","12"
"V2027113",0.117106934080132,"V2027","2","BAG","12"
"V2028113",0.041888947567816,"V2028","2","BAG","12"
"V2029113",0.0997693399313934,"V2029","2","BAG","12"
"V2030113",0.047944449651384,"V2030","2","BAG","12"
"V2031115",0.0542843375037566,"V2031","2","BAG","12"
"V2032114",0.139865028813453,"V2032","2","BAG","12"
"V2033113",0.0675165951841527,"V2033","2","BAG","12"
"V2034113",0.274719684950187,"V2034","2","BAG","12"
"V2035113",0.153005786725041,"V2035","2","BAG","12"
"V2036113",0.144385202673395,"V2036","2","BAG","12"
"V2037113",0.0384025532641361,"V2037","2","BAG","12"
"V2038113",0.0219277269480907,"V2038","2","BAG","12"
"V2039113",0.04083227139671,"V2039","2","BAG","12"
"V2040113",0.050318479419239,"V2040","2","BAG","12"
"V2041115",0.0346675862026875,"V2041","2","BAG","12"
"V2042114",0.0425786117537074,"V2042","2","BAG","12"
"V2043113",0.0262571004283395,"V2043","2","BAG","12"
"V2044113",0.0492858935122581,"V2044","2","BAG","12"
"V2045113",0.0463191659332451,"V2045","2","BAG","12"
"V2046113",0.0434034066712853,"V2046","2","BAG","12"
"V2047113",0.111267995026889,"V2047","2","BAG","12"
"V2048113",0.236274446679928,"V2048","2","BAG","12"
"V2049113",0.471043744447267,"V2049","2","BAG","12"
"V2050113",0.212202937536099,"V2050","2","BAG","12"
"V2051115",0.144727109715627,"V2051","2","BAG","12"
"V2052114",0.178256490198481,"V2052","2","BAG","12"
"V2053113",0.433330875230208,"V2053","2","BAG","12"
"V2054113",0.121045768387348,"V2054","2","BAG","12"
"V2055113",0.149312606455938,"V2055","2","BAG","12"
"V2056113",0.0489074671854682,"V2056","2","BAG","12"
"V2057113",0.0358888615156393,"V2057","2","BAG","12"
"V2058113",0.0884155073971414,"V2058","2","BAG","12"
"V2059113",0.055999805685427,"V2059","2","BAG","12"
"V2060113",0.630900758550982,"V2060","2","BAG","12"
"V2061115",0.0502510747162959,"V2061","2","BAG","12"
"V2062114",0.049257323432496,"V2062","2","BAG","12"
"V2063113",0.0181034228736151,"V2063","2","BAG","12"
"V2064113",0.370551950891364,"V2064","2","BAG","12"
"V2065113",0.133597146871187,"V2065","2","BAG","12"
"V2066113",0.220318573818109,"V2066","2","BAG","12"
"V2067113",0.300065133895676,"V2067","2","BAG","12"
"V2068113",0.69786259819635,"V2068","2","BAG","12"
"V2069113",1.17692485528606,"V2069","2","BAG","12"
"V2070113",1.19316395525331,"V2070","2","BAG","12"
"V2071115",0.439884681538235,"V2071","2","BAG","12"
"V2072114",0.118983353609223,"V2072","2","BAG","12"
"V2073113",0.200917737685118,"V2073","2","BAG","12"
"V2074113",0.0524231248166042,"V2074","2","BAG","12"
"V2075113",0.273129081406981,"V2075","2","BAG","12"
"V2076113",0.0792819953090269,"V2076","2","BAG","12"
"V2077113",0.0464881264290079,"V2077","2","BAG","12"
"V2078113",0.178933280566396,"V2078","2","BAG","12"
"V2079113",0.264135906915074,"V2079","2","BAG","12"
"V2080113",0.0439411965862883,"V2080","2","BAG","12"
"V2081115",0.0768082095617019,"V2081","2","BAG","12"
"V2082114",0.0488017881084037,"V2082","2","BAG","12"
"V2083113",0.224443926951195,"V2083","2","BAG","12"
"V2084113",0.108859538605936,"V2084","2","BAG","12"
"V2085113",0.0347354088239159,"V2085","2","BAG","12"
"V2086113",0.0380055042032666,"V2086","2","BAG","12"
"V2087113",0.190017813029303,"V2087","2","BAG","12"
"V2088113",0.0595659064061554,"V2088","2","BAG","12"
"V2089113",0.0833325189358416,"V2089","2","BAG","12"
"V2090113",0.039576289041321,"V2090","2","BAG","12"
"V2091115",0.0493019028400018,"V2091","2","BAG","12"
"V2092114",0.0474919809786629,"V2092","2","BAG","12"
"V2093113",0.0441373465180476,"V2093","2","BAG","12"
"V2094113",0.0467490600009123,"V2094","2","BAG","12"
"V2095113",0.224255572187141,"V2095","2","BAG","12"
"V2096113",0.10703181170286,"V2096","2","BAG","12"
"V2097113",0.0378733739945445,"V2097","2","BAG","12"
"V2098113",0.0372882663178087,"V2098","2","BAG","12"
"V2099113",0.0294674126021965,"V2099","2","BAG","12"
"V2100115",0.11626366754003,"V2100","2","BAG","12"
"V2101115",0.0303922088869315,"V2101","2","BAG","12"
"V2102114",0.0687771237812581,"V2102","2","BAG","12"
"V2103113",0.0682389743024603,"V2103","2","BAG","12"
"V2104113",0.0510853796320561,"V2104","2","BAG","12"
"V2105113",0.0401030933232226,"V2105","2","BAG","12"
"V2106113",0.176878503618833,"V2106","2","BAG","12"
"V2107113",1.80877719628504,"V2107","2","BAG","12"
"V2108113",0.0969412543668709,"V2108","2","BAG","12"
"V2109113",0.0318344889261869,"V2109","2","BAG","12"
"V2110115",0.0346297967750834,"V2110","2","BAG","12"
"V2111115",0.045353635265556,"V2111","2","BAG","12"
"V2112114",0.0279755603812276,"V2112","2","BAG","12"
"V2113113",0.0275468460540267,"V2113","2","BAG","12"
"V2114113",0.0375920822290377,"V2114","2","BAG","12"
"V2115113",0.118961223835026,"V2115","2","BAG","12"
"V2116113",0.0331524726002988,"V2116","2","BAG","12"
"V2117113",0.0383733460909846,"V2117","2","BAG","12"
"V2118113",0.0975564948263472,"V2118","2","BAG","12"
"V2119113",0.13044034874682,"V2119","2","BAG","12"
"V2120113",0.0323001518299913,"V2120","2","BAG","12"
"V2121115",0.0879901808839913,"V2121","2","BAG","12"
"V2122114",0.0241479387285124,"V2122","2","BAG","12"
"V2123113",0.0401713495867247,"V2123","2","BAG","12"
"V2124113",0.0613147044451251,"V2124","2","BAG","12"
"V2125113",0.159414139942844,"V2125","2","BAG","12"
"V2126113",0.0740962263189074,"V2126","2","BAG","12"
"V2127113",0.285130559060655,"V2127","2","BAG","12"
"V2128113",0.0831188491775981,"V2128","2","BAG","12"
"V2129113",0.0722601510653104,"V2129","2","BAG","12"
"V2130113",0.028766243738379,"V2130","2","BAG","12"
"V2131115",0.0619625041077739,"V2131","2","BAG","12"
"V2132114",0.222095391613491,"V2132","2","BAG","12"
"V2133113",0.157285660365251,"V2133","2","BAG","12"
"V2134113",0.265124303653704,"V2134","2","BAG","12"
"V2135113",0.146016925233023,"V2135","2","BAG","12"
"V2136113",0.0469524418016799,"V2136","2","BAG","12"
"V2137113",0.0118972163987851,"V2137","2","BAG","12"
"V2138113",0.0771000341165724,"V2138","2","BAG","12"
"V2139113",0.0574254920043084,"V2139","2","BAG","12"
"V2140113",0.108726111534462,"V2140","2","BAG","12"
"V2141115",0.0327649580749225,"V2141","2","BAG","12"
"V2142114",0.0175028752131668,"V2142","2","BAG","12"
"V2143113",0.0550930133398436,"V2143","2","BAG","12"
"V2144113",0.0279867954688906,"V2144","2","BAG","12"
"V2145113",0.0192369321343139,"V2145","2","BAG","12"
"V2146113",0.0147229641863153,"V2146","2","BAG","12"
"V2147113",0.0237744614201439,"V2147","2","BAG","12"
"V2148113",0.0280701536775905,"V2148","2","BAG","12"
"V2149113",0.0172287135316756,"V2149","2","BAG","12"
"V2150113",0.0563786149396179,"V2150","2","BAG","12"
"V2151115",0.0588261409837773,"V2151","2","BAG","12"
"V2152114",0.0829652198758265,"V2152","2","BAG","12"
"V2153113",0.0376219303779943,"V2153","2","BAG","12"
"V2154113",0.107669426527513,"V2154","2","BAG","12"
"V2155113",0.123145144701333,"V2155","2","BAG","12"
"V2156113",0.0338541783039322,"V2156","2","BAG","12"
"V2157113",0.0815067707739665,"V2157","2","BAG","12"
"V2158113",0.0827964793219541,"V2158","2","BAG","12"
"V2159113",0.0194135455467156,"V2159","2","BAG","12"
"V2160113",0.0997413507653236,"V2160","2","BAG","12"
"V2161115",0.0803476064320213,"V2161","2","BAG","12"
"V2162114",0.0265348142575925,"V2162","2","BAG","12"
"V2163113",0.051761152158539,"V2163","2","BAG","12"
"V2164113",0.0786442927540731,"V2164","2","BAG","12"
"V2165113",0.0855072279099808,"V2165","2","BAG","12"
"V2166113",0.0628474429066663,"V2166","2","BAG","12"
"V2167113",0.0548762976849381,"V2167","2","BAG","12"
"V2168113",0.0408430813169037,"V2168","2","BAG","12"
"V2169113",0.119192270928709,"V2169","2","BAG","12"
"V2170113",0.133027238702545,"V2170","2","BAG","12"
"V2171115",0.0209499757184312,"V2171","2","BAG","12"
"V2172114",0.0208740605847014,"V2172","2","BAG","12"
"V2173113",0.0569920266386179,"V2173","2","BAG","12"
"V2174113",0.0393754916578161,"V2174","2","BAG","12"
"V2175113",0.147004880987718,"V2175","2","BAG","12"
"V2176113",0.0814123425446694,"V2176","2","BAG","12"
"V2177113",0.0482311636143219,"V2177","2","BAG","12"
"V2178113",0.103227559551636,"V2178","2","BAG","12"
"V2179113",0.0570314871554146,"V2179","2","BAG","12"
"V2180113",0.0533573407871942,"V2180","2","BAG","12"
"V2181115",0.0456085673627821,"V2181","2","BAG","12"
"V2182114",0.0374450497350612,"V2182","2","BAG","12"
"V2183113",0.0865058349638148,"V2183","2","BAG","12"
"V2184113",0.0484647576018656,"V2184","2","BAG","12"
"V2185113",0.0981142942901735,"V2185","2","BAG","12"
"V2186113",0.25199675686685,"V2186","2","BAG","12"
"V2187113",0.120844263110981,"V2187","2","BAG","12"
"V2188113",0.125644570953445,"V2188","2","BAG","12"
"V2189113",0.0598581014171708,"V2189","2","BAG","12"
"V2190113",0.0561785113396015,"V2190","2","BAG","12"
"V2191115",0.0752258909029326,"V2191","2","BAG","12"
"V2192114",0.0295323205731108,"V2192","2","BAG","12"
"V2193113",0.0375367373129257,"V2193","2","BAG","12"
"V2194113",0.0361950761611402,"V2194","2","BAG","12"
"V2195113",0.0276369222717765,"V2195","2","BAG","12"
"V2196113",0.0131495289986098,"V2196","2","BAG","12"
"V2197113",0.0359947131961571,"V2197","2","BAG","12"
"V2198113",0.0504888062376582,"V2198","2","BAG","12"
"V2199113",0.0208057793042601,"V2199","2","BAG","12"
"V2200113",0.0313218328567041,"V2200","2","BAG","12"
"V2201115",0.0359220392517123,"V2201","2","BAG","12"
"V2202114",0.0572617490663409,"V2202","2","BAG","12"
"V2203113",0.0243132424396507,"V2203","2","BAG","12"
"V2204113",0.0556078084518051,"V2204","2","BAG","12"
"V2205113",0.0540634093680047,"V2205","2","BAG","12"
"V2206113",0.0620464191892856,"V2206","2","BAG","12"
"V2207113",0.0389627799804185,"V2207","2","BAG","12"
"V2208113",0.0405170994276537,"V2208","2","BAG","12"
"V2209113",0.0303727055607063,"V2209","2","BAG","12"
"V2210115",0.0541617785451682,"V2210","2","BAG","12"
"V2211115",0.0365863820855346,"V2211","2","BAG","12"
"V2212114",0.0512080472223086,"V2212","2","BAG","12"
"V2213113",0.0405549628057305,"V2213","2","BAG","12"
"V2214113",0.242939960653293,"V2214","2","BAG","12"
"V2215113",0.101217043190141,"V2215","2","BAG","12"
"V2216113",0.0475566253685967,"V2216","2","BAG","12"
"V2217113",0.0255904039424834,"V2217","2","BAG","12"
"V2218113",0.0439311900335179,"V2218","2","BAG","12"
"V2219113",0.0427757544693339,"V2219","2","BAG","12"
"V2220113",0.101867315440323,"V2220","2","BAG","12"
"V2221115",0.0411442442228814,"V2221","2","BAG","12"
"V2222114",0.0689885059312996,"V2222","2","BAG","12"
"V2223113",0.0529763220445751,"V2223","2","BAG","12"
"V2224113",0.0891695715626445,"V2224","2","BAG","12"
"V2225113",0.043566277140897,"V2225","2","BAG","12"
"V2226113",0.0471195757037586,"V2226","2","BAG","12"
"V2227113",0.0721318253677806,"V2227","2","BAG","12"
"V2228113",0.028694820850077,"V2228","2","BAG","12"
"V2229113",0.126174829663726,"V2229","2","BAG","12"
"V2230113",0.0381970240865652,"V2230","2","BAG","12"
"V2231115",0.0527881356888808,"V2231","2","BAG","12"
"V2232114",0.0586318366477285,"V2232","2","BAG","12"
"V2233113",0.122803444173689,"V2233","2","BAG","12"
"V2234113",0.266259824820052,"V2234","2","BAG","12"
"V2235113",0.148831524573809,"V2235","2","BAG","12"
"V2236113",0.161222021931333,"V2236","2","BAG","12"
"V2237113",0.0795924571903008,"V2237","2","BAG","12"
"V2238113",0.0748379823656918,"V2238","2","BAG","12"
"V2239113",0.440299612616425,"V2239","2","BAG","12"
"V2240113",0.044864512045925,"V2240","2","BAG","12"
"V2241115",0.0359677624478462,"V2241","2","BAG","12"
"V2242114",0.0624171050465633,"V2242","2","BAG","12"
"V2243113",0.103765183046413,"V2243","2","BAG","12"
"V2244113",0.0325910782325496,"V2244","2","BAG","12"
"V2245113",0.0530443615122024,"V2245","2","BAG","12"
"V2246113",0.0331435157730975,"V2246","2","BAG","12"
"V2247113",0.0620259578503386,"V2247","2","BAG","12"
"V2248113",0.0705442110079184,"V2248","2","BAG","12"
"V2249113",0.149331533108431,"V2249","2","BAG","12"
"V2250113",0.0205087514192086,"V2250","2","BAG","12"
"V2251115",0.0492185884311631,"V2251","2","BAG","12"
"V2252114",0.180226938802703,"V2252","2","BAG","12"
"V2253113",0.0984017649972452,"V2253","2","BAG","12"
"V2254113",0.0839709149858361,"V2254","2","BAG","12"
"V2255113",0.109432090634333,"V2255","2","BAG","12"
"V2256113",0.0866091497938201,"V2256","2","BAG","12"
"V2257113",0.0840186092590685,"V2257","2","BAG","12"
"V2258113",0.0416947811153195,"V2258","2","BAG","12"
"V2259113",0.250577966892154,"V2259","2","BAG","12"
"V2260113",0.18598935282446,"V2260","2","BAG","12"
"V2261115",0.169559016794524,"V2261","2","BAG","12"
"V2262114",0.0450159458752133,"V2262","2","BAG","12"
"V2263113",0.0246774114283772,"V2263","2","BAG","12"
"V2264113",0.0607676572939632,"V2264","2","BAG","12"
"V2265113",0.0629936231877011,"V2265","2","BAG","12"
"V2266113",0.141550673962518,"V2266","2","BAG","12"
"V2267113",0.0421494796346073,"V2267","2","BAG","12"
"V2268113",0.0758543705688839,"V2268","2","BAG","12"
"V2269113",0.0331264953993504,"V2269","2","BAG","12"
"V2270113",0.0396817640136652,"V2270","2","BAG","12"
"V2271115",0.0561013689768309,"V2271","2","BAG","12"
"V2272114",0.0882869494106945,"V2272","2","BAG","12"
"V2273113",0.0197401692057843,"V2273","2","BAG","12"
"V2274113",0.0255933031351213,"V2274","2","BAG","12"
"V2275113",0.0425099605802885,"V2275","2","BAG","12"
"V2276113",0.0587948590031356,"V2276","2","BAG","12"
"V2277113",0.0293697465584385,"V2277","2","BAG","12"
"V2278113",0.0425808197061648,"V2278","2","BAG","12"
"V2279113",0.0546631451351713,"V2279","2","BAG","12"
"V2280113",0.0686239677481766,"V2280","2","BAG","12"
"V2281115",0.0375426199129691,"V2281","2","BAG","12"
"V2282114",0.0422493222760477,"V2282","2","BAG","12"
"V2283113",0.0699618150470233,"V2283","2","BAG","12"
"V2284113",0.0970254086794781,"V2284","2","BAG","12"
"V2285113",0.0707987756428797,"V2285","2","BAG","12"
"V2286113",0.0860091717710476,"V2286","2","BAG","12"
"V2287113",0.0144036894366357,"V2287","2","BAG","12"
"V2288113",0.163550033245975,"V2288","2","BAG","12"
"V2289113",0.101169149628933,"V2289","2","BAG","12"
"V2290113",0.0832579590866299,"V2290","2","BAG","12"
"V2291115",0.0516884480824407,"V2291","2","BAG","12"
"V2292114",0.0577344630786941,"V2292","2","BAG","12"
"V2293113",0.0530184050634533,"V2293","2","BAG","12"
"V2294113",0.10557834290539,"V2294","2","BAG","12"
"V2295113",0.0273730894677767,"V2295","2","BAG","12"
"V2296113",0.0481833457501286,"V2296","2","BAG","12"
"V2297113",0.065805205071766,"V2297","2","BAG","12"
"V2298113",0.0632586700043545,"V2298","2","BAG","12"
"V2299113",0.0547495383417384,"V2299","2","BAG","12"
"V2300113",0.0476110437894364,"V2300","2","BAG","12"
"V2301115",0.0452662706005642,"V2301","2","BAG","12"
"V2302114",0.0392028158549697,"V2302","2","BAG","12"
"V2303113",0.0413381915958403,"V2303","2","BAG","12"
"V2304113",0.0925345504853783,"V2304","2","BAG","12"
"V2305113",0.0364849051346667,"V2305","2","BAG","12"
"V2306113",0.0987888856922287,"V2306","2","BAG","12"
"V2307113",0.237133752452708,"V2307","2","BAG","12"
"V2308113",0.059710972019758,"V2308","2","BAG","12"
"V2309113",0.153266359126225,"V2309","2","BAG","12"
"V2310115",0.149816332012317,"V2310","2","BAG","12"
"V2311115",0.125619345333008,"V2311","2","BAG","12"
"V2312114",0.118080419958337,"V2312","2","BAG","12"
"V2313113",0.0302246345505766,"V2313","2","BAG","12"
"V2314113",0.123304400247286,"V2314","2","BAG","12"
"V2315113",0.0295925168943901,"V2315","2","BAG","12"
"V2316113",0.129922002783775,"V2316","2","BAG","12"
"V2317113",0.104454089484381,"V2317","2","BAG","12"
"V2318113",0.0312697764701498,"V2318","2","BAG","12"
"V2319113",0.133658037864649,"V2319","2","BAG","12"
"V2320113",0.00937014034709485,"V2320","2","BAG","12"
"V2321115",0.0309071096531818,"V2321","2","BAG","12"
"V2322114",0.0180434659662028,"V2322","2","BAG","12"
"V2323113",0.059687752992397,"V2323","2","BAG","12"
"V2324113",0.132969825550605,"V2324","2","BAG","12"
"V2325113",0.0240195260641872,"V2325","2","BAG","12"
"V2326113",0.278787964483034,"V2326","2","BAG","12"
"V2327113",0.07851675618676,"V2327","2","BAG","12"
"V2328113",0.035391273574415,"V2328","2","BAG","12"
"V2329113",0.0412279034912194,"V2329","2","BAG","12"
"V2330113",0.310780893677942,"V2330","2","BAG","12"
"V2331115",0.0970671427248409,"V2331","2","BAG","12"
"V2332114",0.0605935842776571,"V2332","2","BAG","12"
"V2333113",0.0267452828436358,"V2333","2","BAG","12"
"V2334113",0.042681019933743,"V2334","2","BAG","12"
"V2335113",0.0430588936028362,"V2335","2","BAG","12"
"V2336113",0.103840092862827,"V2336","2","BAG","12"
"V2337113",0.03751228594012,"V2337","2","BAG","12"
"V2338113",0.0598582596216281,"V2338","2","BAG","12"
"V2339113",0.0333196396510673,"V2339","2","BAG","12"
"V2340113",0.0149090582158952,"V2340","2","BAG","12"
"V2341115",0.0720827208986125,"V2341","2","BAG","12"
"V2342114",0.0223310733892017,"V2342","2","BAG","12"
"V2343113",0.0218453724722264,"V2343","2","BAG","12"
"V2344113",0.0298110767432833,"V2344","2","BAG","12"
"V2345113",0.0377894297306249,"V2345","2","BAG","12"
"V2346113",0.0326071931742046,"V2346","2","BAG","12"
"V2347113",0.0176596524583382,"V2347","2","BAG","12"
"V2348113",0.0564153399630454,"V2348","2","BAG","12"
"V2349113",0.0395837916329864,"V2349","2","BAG","12"
"V2350113",0.0405983974104377,"V2350","2","BAG","12"
